Ref.No,OfferType,ExchangeType,Deadline,Comment,Employer,Department,Street1,Street2,PostBox,PostalCode,City,State,Country,Website,Workplace,Business,Responsible,Airport,Transport,Employees,HoursWeekly,HoursDaily,Canteen,GeneralDisciplines,FieldsOfStudy,TrainingRequired,OtherRequirements,Workkind,WeeksMin,WeeksMax,From,To,WorkType_R,WorkType_O,WorkType_F,WorkType_None,Language1,Language1Level,Language1Or,Language2,Language2Level,Language2Or,Language3,Language3Level,Currency,Payment,PaymentFrequency,Deduction,Lodging,LodgingCost,LodgingCostFrequency,LivingCost,LivingCostFrequency,NoHardCopies,Faculty 1,Period2_From,Period2_To,Holidays_From,Holidays_To,Additional_Info,PublishedTo,DatePublished,Last modified,CompletedYearsOfStudy,RequiredKnowledgeAndExperiences,PaymentFrequency,ExpectedTypeOfAccommonation,GeneralDisciplinesText,FieldsOfStudyText
DE-2022-1095-1,OPEN,FCFS,2022-02-15,,Merseburg University of Applied Sciences,,Eberhard-Leibnitz-Str. 2,,,06217,Merseburg,,Germany,https://www.hs-merseburg.de/,Merseburg,University,Gabi Meister,Leipzig,,300,40,8,Yes,40C,14.3201,,,"Materials testing of polymers: Tensile Test, Hardness Indentation Test, Charpy Impact Test",8,12,2022-01-01,2022-12-31,Yes,No,No,,English,"Good (B1, B2)",And,German,Fair (A2),,,,EUR,861,Monthly,variable,IAESTE,400,Monthly,861,Monthly,,40C-CHEMISTRY AND CHEMICAL ENGINEERING,,,,,see additional documents,,2022-01-28 10:47:37,2022-02-03 20:12:26,2,German skills are desired,end of month,Info will be handed in later.,40C-CHEMISTRY AND CHEMICAL ENGINEERING,14.3201-Polymer/Plastics Engineering.
DE-2022-1120-1,Open,FCFS,2022-02-15,,Clausthal University of Technology,International Center Clausthal,Graupenstr. 11,,,38678,Clausthal-Zellerfeld,,Germany,https://www.tu-clausthal.de/en/,"Institute of Polymer Materials and Plastics Engineering, Agricolastrasse 6, 38678 Clausthal-Zellerfeld",Universitätsinstitut,Astrid Abel,Hanover (HAJ),,45,39.8,8,Yes,,14.1901;14.1801;14.3201;40.1001,,"An official certificate of language proficiency (e.g. TOEFL, TestDaF...) is required.","The student will be working in the field of Plastics Processing, such as injection molding, extrusion, filament winding, liquid composite molding, and reinforced plastics.

He/She will be incorporated in the group of scientific co-workers, supporting their Ph.D-thesis.

For further information please check: https://www.puk.tu-clausthal.de/en/",8,12,2022-04-01,2022-06-30,Yes,No,No,,English,"Good (B1, B2)",,,,,,,EUR,861,Monthly,variable,IAESTE,400,Monthly,861,Monthly,,"14D-MECHANICAL ENGINEERING, 40C-CHEMISTRY AND CHEMICAL ENGINEERING",,,,,see additional documents,,2022-01-28 10:37:12,2022-01-28 10:37:13,2,Basics in Materials Science and Engineering,end of first month,,"14D-MECHANICAL ENGINEERING, 40C-CHEMISTRY AND CHEMICAL ENGINEERING","14.1901-Mechanical Engineering., 14.1801-Materials Engineering., 14.3201-Polymer/Plastics Engineering., 40.1001-Materials Science."
DE-2022-1120-4,Open,FCFS,2022-02-15,,Clausthal University of Technology,International Center Clausthal,Graupenstr. 11,,,38678,Clausthal-Zellerfeld,,Germany,https://www.tu-clausthal.de/en/,"Institute of Polymer Materials and Plastics Engineering, Agricolastrasse 6, 38678 Clausthal-Zellerfeld",Universitätsinstitut,Astrid Abel,Hanover (HAJ),,45,39.8,8,Yes,,14.1801;14.3201;40.1001,,"An official certificate of language proficiency (e.g. TOEFL, TestDaF...) is required.","The student will be active in the preparation of composites based on agricultural waste. He/She will be dealing with the processes such as injection molding, extrusion as well as compression molding.

He/She will be incorporated in the scientific working group (consisting of around 8 people) ""Renewable Ressources"".

For further information check the institute's website: https://www.puk.tu-clausthal.de/en/.",8,12,2022-04-01,2022-06-30,Yes,No,No,,English,"Good (B1, B2)",,,,,,,EUR,861,Monthly,variable,IAESTE,400,Monthly,861,Monthly,,40C-CHEMISTRY AND CHEMICAL ENGINEERING,,,,,see additional documents,,2022-01-28 10:40:19,2022-01-28 10:40:20,2,Basics in Materials Science and Physics,end of first month,,40C-CHEMISTRY AND CHEMICAL ENGINEERING,"14.1801-Materials Engineering., 14.3201-Polymer/Plastics Engineering., 40.1001-Materials Science."
DE-2022-1120-5,Open,FCFS,2022-02-15,,Clausthal University of Technology,International Center Clausthal,Graupenstr. 11,,,38678,Clausthal-Zellerfeld,,Germany,https://www.tu-clausthal.de/en/,"Institute of Polymer Materials and Plastics Engineering, Agricolastrasse 6, 38678 Clausthal-Zellerfeld",Universitätsinstitut,Astrid Abel,Hanover (HAJ),,45,39.8,8,Yes,,14.3601;14.1801;14.3201;40.1001;40.1002,,"An official certificate of language proficiency (e.g. TOEFL, TestDaF...) is required.","The student will be active in natural fiber composites. His/Her task will be the preparation of laminats, testing of properties, and development of a basic material model.

He/She will be incorporated in the scientific working group (consisting of around 8 people) ""Renewable Ressources"".

For further information check the institute's website: www.puk.tu-clausthal.de/en.",8,12,2022-04-01,2022-06-30,Yes,No,No,,English,"Good (B1, B2)",,,,,,,EUR,861,Monthly,variable,IAESTE,400,Monthly,861,Monthly,,"14A-ENGINEERING, Other, 40C-CHEMISTRY AND CHEMICAL ENGINEERING",,,,,see additional documents,,2022-01-28 10:38:20,2022-01-28 10:38:20,2,"Basics in Materials Science, Physics, and Chemistry",end of first month,,"14A-ENGINEERING, Other, 40C-CHEMISTRY AND CHEMICAL ENGINEERING","14.3601-Manufacturing Engineering., 14.1801-Materials Engineering., 14.3201-Polymer/Plastics Engineering., 40.1001-Materials Science., 40.1002-Materials Chemistry."
DE-2022-1127-1,OPEN,FCFS,2022-02-15,,TH Brandenburg,FB Technik,Magdeburger Str. 50,,,14770,Brandenburg an der Havel,,Germany,,Brandenburg an der Havel,University Institute,Prof. Dr. Christian  Oertel,Berlin,,100,40,8,Yes,,14.1101,,,"In this offer, the FEM-Code CALCULIX will be in the focus. At the TH Brandenburg, a FEM-code has been developed to model tires in order to carry out FE analysis in statics and dynamics. In the offered project, an interface between the code developed at THB and CALCULIX should be developed and comparisons between both codes should be carried out. If not all details for the model are to be found in the CALCULIX element library, work arounds should be tested in order to get the best alternative in modeling.
Our guest will be integrated in our work group with the ability to participate in the field of FEM theory and programming as well as in practical parts concerning tire measurements in out tire properties lab.",10,12,2022-03-07,2022-06-10,Yes,No,No,,English,"Good (B1, B2)",And,German,Fair (A2),,,,EUR,861,Monthly,variable,IAESTE,400,Monthly,861,Monthly,,"11-COMPUTER AND INFORMATION SCIENCES, 14D-MECHANICAL ENGINEERING",2022-05-02,2022-07-29,,,see additional documents,,2022-02-03 14:31:01,2022-02-03 14:31:01,3,"FEM, C++",end of first month,,"11-COMPUTER AND INFORMATION SCIENCES, 14D-MECHANICAL ENGINEERING",14.1101-Engineering Mechanics.
DE-2022-1133-1,OPEN,FCFS,2022-02-15,,University of Applied Sciences Osnabrueck,"Laboratory for Metrology, Measurement and Instrumentation",Albrechtstrasse 30,,,49076,Osnabrueck,,Germany,https://www.hs-osnabrueck.de/de/forschung/recherche/laboreinrichtungen-und-versuchsbetriebe/labor-fuer-messtechnik-und-messsignalverarbeitung/,"Laboratory for Measurement and Instrumentation (LMM), Osnabrueck",research and development,Joerg Prof. Dr.-Ing. Hoffmann,FMO (Flughafen Muenster Osnabrueck),,1.300,40,40,Yes,11|14A|14C,11.0101;11.0701;14.0901;14.1401,,open minded and willing to work in an international Team," - development of measurement devices, especially for air pollution, particles in water and environmental data like temperature, humidity, pressure
- working in the field of communication between the devices and over the internet
- calibration of the devices, comparison of the results from different measurement principles
- adaption of sensors and correction of results
- working in the field of fine dust forecast, based on the database ""Luftdaten.info""
- set up of experiments for teaching proposes, partly with LabView",8,12,2022-03-01,2022-06-30,Yes,No,No,,English,"Good (B1, B2)",Or,German,"Good (B1, B2)",,,,EUR,861,Monthly,variable,IAESTE,400,Monthly,861,Monthly,,"11-COMPUTER AND INFORMATION SCIENCES, 14A-ENGINEERING, Other, 14C-ELECTRICAL AND ELECTRONICS ENGINEERING",No,,2022-12-24,2023-01-02,see additional documents,,2022-02-03 14:28:18,2022-02-03 14:28:18,2,"experience in at least one of this:
- Raspberry Pi and/or Arduino
- programming in HTML and/or Javascript and/or Python and/or jQuery ....
- LabView programming
- PCB and electrical circuit design",end of month,Info will be handed in later,"11-COMPUTER AND INFORMATION SCIENCES, 14A-ENGINEERING, Other, 14C-ELECTRICAL AND ELECTRONICS ENGINEERING","11.0101-Computer and Information Sciences, General., 11.0701-Computer Science., 14.0901-Computer Engineering, General., 14.1401-Environmental/Environmental Health Engineering."
DE-2022-1151-1,Open,FCFS,2022-03-15,,Albert-Ludwigs-Universität Freiburg,Physikalisches Institut,Hermann-Herder-Straße 3a,,,79104,Freiburg im Breisgau,,Germany,,Freiburg,Molecular- and Nanophysics Group,Cristian medina,Basel,,25,40,8,Yes,,40.0802;40.0805,,"Master student (Bachelor degree in physics required)
An interview will be done via skype.","You will be involve in the research of generation of nanoplasmas from Helium clusters by intense laser beam. You will be involve in the design, construction and calibrations of the apparatus used for the experiments. Depending on the student, he also can be involve in the data manipulation and analysis.
The Group has an international environment, and collaborates with research projects in Hamburg, Heidelberg, Trieste and Arhaus. The student is encourage to participate on the lab work and data acquisition.",12,12,2022-02-01,2022-11-30,Yes,No,No,,English,"Excellent (C1, C2)",,,,,,,EUR,861,Monthly,variable,IAESTE,400,Monthly,861,Monthly,,40B-PHYSICS,,,2022-12-16,2023-01-08,see additional documents,,2022-02-03 14:12:46,2022-02-03 14:12:47,4,"Master student in physics.
Proficient on python, Mathematica or other programing language.
Plasma physics knowledge or similar.
Molecular physics, Nuclear dynamics, Nuclear physics or High energy physics Background also favorable.",end of first month,,40B-PHYSICS,"40.0802-Atomic/Molecular Physics., 40.0805-Plasma and High-Temperature Physics."
DE-2022-1161-1,OPEN,FCFS,2022-02-15,,LMU Munich,"HCUM, Institute of Informatics",Frauenlobstraße 7a,,,80337,München,,Germany,https://www.um.informatik.uni-muenchen.de/index.html,"Munich, 7a Frauenlobstrasse",Research in Human-Computer Interaction,Kai Holländer,Munich,,50,40,8,No,,11.0201;11.0202;11.0701;11.0803;11.0899,,,"The overall task is to implement a virtual reality simulation with autonomously driving vehicles to research trust in autonomous systems. The work environment provides multiple HTC Vive VR Goggles and a lighthouse tracking system in a VR laboratory. The trainee will work in close collaboration with Kai Holländer and can additionally rely on the expertise of colleagues with experience in VR development.

The research groups of Media Informatics at the LMU Munich will host the research assistant, in collaboration with the Psychology department. The groups currently consist of 4 professors and approximately 40 post-doctoral researchers and Ph.D. students. It is close to the city center and has a large lab space for HCI studies, including a VR walking lab, an electronics workshop, and an instrumented kitchen. Research focuses are AR/VR applications, novel methods of physiological computing, assistive and learning technologies. The LMU Munich is consistently ranked as Germany’s top university and among the top 40 universities worldwide. Munich is a lively city of around 1.5 Mio inhabitants, a tourist favorite in the summer with beer gardens and strong cultural life. It is conveniently located for trips to the Alps, Austria and Czech Republic.",12,12,2022-05-01,2022-07-31,Yes,No,No,,English,"Excellent (C1, C2)",,,,,,,EUR,861,Monthly,variable,IAESTE,400,Monthly,861,Monthly,,11-COMPUTER AND INFORMATION SCIENCES,,,,,see additional documents,,2022-02-03 14:32:05,2022-02-03 14:32:06,2,"Interest in Unity, VR and/or C++",end of first month,,11-COMPUTER AND INFORMATION SCIENCES,"11.0201-Computer Programming/Programmer, General., 11.0202-Computer Programming, Specific Applications., 11.0701-Computer Science., 11.0803-Computer Graphics., 11.0899-Computer Software and Media Applications, Other."
DE-2022-1161-11,OPEN,FCFS,2022-03-15,,LMU Munich,"HCUM, Institute of Informatics",Frauenlobstraße 7a,,,80337,München,,Germany,https://www.um.informatik.uni-muenchen.de/index.html,Munich,Research in Human-Computer Interaction,Fiona Draxler,,,50,40,8,No,,,,,"We comprehensively explore the design space of pervasive computing environments and aim to develop new methods, models, tools, guidelines, and technologies. We created an instrumented environment in which we are developing an overarching management framework that controls appliances, smart home devices, and robotic elements. The central contact point for users will be a perceived “room intelligence”. The quality of the emerging interaction in terms of efficiency, overall experience and well-being will then be shaped by the “personality” of this room intelligence.

The instrumented lab features two collaborative robotic arms which will assist the user in everyday tasks, like cooking, cleaning or serving food. For the purpose of interacting with objects inside the lab,  suitable combinations of robotic grippers and storage containers have to be found and motion routines have to be carefully created and evaluated. This includes among other tasks:

* preliminary research of available and compatible robotic grippers
* designing and prototyping of suitable containers for the robot to interact with
* procurement of necessary products and materials
* programming and “teaching” of motion routines to the robot
* combining motion routines with integrated “grasping AI”
* testing these routines for safety, flexibility and reliability

Solid programming and organizational skills are required. Interns will have the opportunity to work with state of the art technology and prototyping machinery. Their work will contribute to shaping the fundament and functionality of this unique testbed, which itself will impact the future of ubiquitous, intelligent living environments.

The research groups of Media Informatics at the LMU Munich will host the research assistant. The groups currently consist of 4 professors and approximately 40 post-doctoral researchers and Ph.D. students. It is close to the city center and has a large lab space for HCI studies, including a VR walking lab, an electronics workshop, and an instrumented kitchen. Research focuses are AR/VR applications, novel methods of physiological computing, assistive and learning technologies. The LMU Munich is consistently ranked as Germany’s top university and among the top 40 universities worldwide. Munich is a lively city of around 1.5 Mio inhabitants, a tourist favorite in the summer with beer gardens and strong cultural life. It is conveniently located for trips to the Alps, Austria, and Czech Republic.",12,12,2022-05-01,2022-09-30,Yes,No,No,,English,"Excellent (C1, C2)",,,,,,,EUR,861,Monthly,variable,IAESTE,400,Monthly,861,Monthly,,11-COMPUTER AND INFORMATION SCIENCES,,,,,see additional documents,,2022-02-03 14:09:58,2022-02-03 14:09:59,2,Experience with Unity 3D programming is beneficial,end of first month,,11-COMPUTER AND INFORMATION SCIENCES,
DE-2022-3003-2,OPEN,FCFS,2022-02-15,,perisens GmbH,,Dornacher Straße 3d,,,85622,Feldkirchen,,Germany,www.perisens.de,Feldkirchen near Munich,Radar and communication technology,Florian Pfeiffer,Munich Airport (30min by car),Feldkirchen (20min to Munich main station),10,40,8,Yes,,11.0101;11.0103;14.1004;14.1099,,Skype interview,"perisens is a dedicated team of RF hardware and signal processing specialists located in Munich, Germany. We offer services and products in the field of radar technology and communication systems in frequency ranges up to 90GHz. Our main customer segments are automotive with car manufacturer as BMW, AUDI, Mercedes, VW and car supplier as Continental, Magna.

Every day, we work on technically demanding challenges to create innovative solutions for our customers.

Join us and work on the future of radar technology and communication systems!",20,52,2021-05-01,2023-04-30,Yes,No,No,,German,"Good (B1, B2)",And,English,"Good (B1, B2)",,,,EUR,900,Monthly,variable,IAESTE,400,Monthly,861,Monthly,,"11-COMPUTER AND INFORMATION SCIENCES, 14C-ELECTRICAL AND ELECTRONICS ENGINEERING",,,,,see additional documents,,2022-01-28 10:45:45,2022-01-28 10:45:46,3,"Know-how in at least one of the following areas

- Experience in radar technology or communication theory
- Knowledge of MATLAB and/or PYTHON
- Knowledge in RF measurement technology (spectrum and network analysis)
- Microcontroller Programming
- Analog circuit design
- Knowledge of the IEEE802.11 WLAN standard, especially PHY and MAC layer
- Knowledge in radar raw data signal processing

... and above all fun and motivation at work",end of month,info will be handed in later,"11-COMPUTER AND INFORMATION SCIENCES, 14C-ELECTRICAL AND ELECTRONICS ENGINEERING","11.0101-Computer and Information Sciences, General., 11.0103-Information Technology., 14.1004-Telecommunications Engineering., 14.1099-Electrical, Electronics and Communications Engineering, Other."
DE-2022-3033-1,Open,FCFS,2022-03-15,,intelliCard Labs GmbH,,Turmstr. 5,,,78467,Konstanz,,Germany,www.intellicard.de,Konstanz,"Software Development, Consultig, Security",Thomas Weber,Zurich,,15,40,8,Yes,,11.0103;11.0201;11.0202;11.1003,,"Good understanding of common cryptographic concepts, algorithms and technologies (public key cryptography (RSA, EC); cryptographic secure hashes; digital signatures).
Web-service technologies, most importantly REST and OpenAPI; some knowledge and understanding on SOAP/WSDL is helpful.","We design, develop, integrate and manage Identity Security Solutions for our customers with a strong focus on digital certificate management, smartcard technologies, hardware security modules, account management, mobile device management and mobile security.

We are looking for a Software Developer interested to work in projects in the following domains: Certificate workflow systems, Certificate enrolment systems, Life cycle management (issuing, renewing, revoking, etc.) of certificates.

You will work on the front end of our certificate management solution. Your task will be to design and develop a GUI to support all processes. You will be involved in the whole developing process which includes the analysis of given requirements, designing secure and user friendly processes, programming as well as testing and support. This solution will mainly be used in medium and large companies such as banks, insurances, hospitals, etc.

The internship is based in Konstanz (Germany). Konstanz is a beautiful city on the Lake Constance with a stunning view to the Alps. Our office is located in anew modern building in the city centre close to the lake.",24,52,2022-09-01,2023-08-31,No,Yes,No,,English,"Excellent (C1, C2)",And,German,"Good (B1, B2)",,,,EUR,1500,Monthly,variable,IAESTE,400,Monthly,861,Monthly,,11-COMPUTER AND INFORMATION SCIENCES,,,,,see additional documents,,2022-02-03 14:22:41,2022-02-03 14:22:42,2,"Outstanding skills in JavaScript development preferably with strong knowledge of react.js.
Strong knowledge in web technologies such as html, CSS
Candidates with knowledge in ECMAScript (ES) 5 or higher will be preferred.
Experience in Web Design is helpful.
Helpful is experience or knowledge in tailwind, cypress, Jest.
Good knowledge of the design goals and principles of PKI and digital certificates. Knowledge of common protocols such as SCEP, EST, ACME are helpful.",end of month,,11-COMPUTER AND INFORMATION SCIENCES,"11.0103-Information Technology., 11.0201-Computer Programming/Programmer, General., 11.0202-Computer Programming, Specific Applications., 11.1003-Computer and Information Systems Security/Information Assurance."
DE-2022-3050-1,Open,FCFS,2022-03-15,,TU Dresden,Institute of Construction Materials,7 Georg-Schumann-Straße,,,01069,Dresden,,Germany,,Dresden,Research,Dmitrii Sokolov,,, -,40,8,Yes,,,,Internship must be an compulsory internship.,"The student joins a highly interdisciplinary and motivated research team of mechanical engineers, software developers, electrical engineers and material science specialists that work on establishment of a Digital Twin for 3D printed concrete objects. We are looking for an enthusiastic person with a strong interest and practical experience in measurement & automation /visualisation. The work will be focused on combining inline and offline measurement techniques (laser profilometry, photogrammetry, etc.), and development of approaches to data-merging (development of a data-container to combine material data with 3D model) and analysis of 3D measuring data (analogous to GOM Inspect).
The person must have experience in LabView, which is used as a software environment for a Digital Twin. An additional experience in programming (Python/Java/C/C++), electronics, automation would be an advantage.
A start on the first of July would be desired.",26,52,2022-07-01,2023-06-30,Yes,Yes,No,,English,"Excellent (C1, C2)",Or,German,"Good (B1, B2)",,,,EUR,861,Monthly,variable,IAESTE,400,Monthly,861,Monthly,,"11-COMPUTER AND INFORMATION SCIENCES, 14C-ELECTRICAL AND ELECTRONICS ENGINEERING, 40D-MATERIAL SCIENCES AND ENGINEERING",2022-10-01,2023-09-30,,,see additional documents,,2022-01-31 12:31:01,2022-02-02 13:24:58,2,The person must have experience in LabView. A Zoom/Skype-interview is required before Acceptance.,end of first month,,"11-COMPUTER AND INFORMATION SCIENCES, 14C-ELECTRICAL AND ELECTRONICS ENGINEERING, 40D-MATERIAL SCIENCES AND ENGINEERING",
DK-2022-001,OPEN,COBE,2022-02-28,,Milestone Systems A/S,,Banemarksvej 50C,,,2605,Brøndby,,Denmark,http://www.milestonesys.com,"Brøndby, Copenhagen area",Open platform Video Management Software (VMS),Astrid Eggum,Copenhagen,"bus, train",110,37,7.5,Yes,,11.0201,,,"We have established the Milestone Internship program many years ago. It has been for two of our team members the stepping-stone to a wonderful career in Milestone. Our team, consisting of 6 engineers with different experience levels and cultural backgrounds, is looking for a highly motivated student/graduate who wants to work as a Software Development Intern.

You should be passionate and want to learn about Object-Oriented Software Development, scripting languages, and the Microsoft Azure cloud.

Working in the Advanced Licensing Service Team is full of passionate discussions and varied tasks. You get valuable insight into writing code, working with data, and influencing the processes around licensing in Milestone.

 Milestone Systems offers you the opportunity to define your career if you are willing to invest 1 year in Denmark. This tiny country ranks first in entrepreneurship and opportunity, based on high levels of social equality, high connectivity, and the world's lowest start-up costs. 

This internship will give you a chance to work with cutting-edge technologies alongside professionals from a wide range of countries in a fast-growing high-tech organization. You will work with development teams across our sites in Denmark, Bulgaria, and Spain. We promise you won't get bored!

Besides work experience and knowledge gain, you will make new friendships across borders, build up your network and benefit your future career. But it's not all work – there will be time to socialize with colleagues at Friday Bars, action events, cooking classes, theatrical experiences and much more.",52,52,2022-02-01,2023-01-31,No,Yes,No,,English,"Good (B1, B2)",,,,,,,DKK,15000,Monthly,~35%,IAESTE,7000,Monthly,9000,Monthly,,11-COMPUTER AND INFORMATION SCIENCES,2022-02-01,2023-01-31,,,,,2022-02-03 14:48:52,2022-02-03 14:48:52,2,"Experience in a programming language such as C#, preferably using ASP.NET Core
    Knowledge of databases – Relational, NoSQL and querying using SQL
    A basic understanding of VCS (Version Control Systems like TFS and/or Git), CI/CD processes and agile development is a plus but not a requirement
    Strong motivation to grow with a high level of commitment, proactive and positive attitude",,,11-COMPUTER AND INFORMATION SCIENCES,"11.0201-Computer Programming/Programmer, General."
ES-2022-1806,OPEN,COBE,2022-03-15,,Niche Beauty Lab S.L.,,"Carretera de Malgrat, 20. Nave 10",,,17300,Blanes (Girona),,Spain,www.nichebeautylab.com,Blanes (Girona-Spain),Cosmetics,,"Barcelona, Girona",,30,40,8,Yes,,52.0101;52.1401;52.1403,,"Chinese language proficiency: native. 
We can offer support with initial accommodation and transport to the office.
Paid vacation.
The trainee has to be a responsible and hardworking individual willing to learn and contribute to the company.","We are a Spanish beauty conglomerate. We craft and develop skin care brands. We can offer insights into the whole process of how to develop a brand, starting from an idea and R&D to tghe final product and the national an international brand launch.
The trainee will participate in the whole process.
Founders have been awarded with the ""Financial Times 1000. Europe's Fastest-Growing Companies"" Award.",12,52,2022-06-15,2023-06-30,No,Yes,No,,English,"Good (B1, B2)",And,Cantonese (Yue) Chinese,"Excellent (C1, C2)",,,,EUR,800,Monthly,0,IAESTE/Employer,400,Monthly,650,Monthly,,"52-BUSINESS, MANAGEMENT, AND MARKETING",,,2022-08-01,2022-08-15,,,2022-01-31 09:28:41,2022-01-31 09:28:42,2,"Online marketing. 
Chinese language proficiency.
Knowledge of Chinese market and familiar with using Chinese social media tools.",End of first month,,"52-BUSINESS, MANAGEMENT, AND MARKETING","52.0101-Business/Commerce, General., 52.1401-Marketing/Marketing Management, General., 52.1403-International Marketing."
ES-2022-1813,OPEN,COBE,2022-03-15,,PARKIMETER TECHNOLOGIES SL,Business Development and Marketing,"Sagrada Familia, 9, bajos",,,08025,Barcelona,,Spain,www.parkimeter.com,Barcelona,Start up parkings,,Barcelona,Barcelona,15,40,8,No,,52.1101;52.1403;52.1499,,"Interview required before acceptance.
The trainee has to be a responsible, hardworking and proactive individual willing to learn contribute to the company","One to one work and learning experience with our managers in Business Development and Marketing. The trainee will gain experience in SEO and SEM, how to use professional CRM and manage national and international clients.
Market analysis and learning how to communicate and convince.",24,24,2022-08-01,2023-01-16,No,Yes,No,,Dutch,"Excellent (C1, C2)",And,English,"Excellent (C1, C2)",,,,EUR,800,Monthly,0,IAESTE,400,Monthly,700,Monthly,,"52-BUSINESS, MANAGEMENT, AND MARKETING",,,,,,,2022-01-31 09:31:11,2022-01-31 09:31:12,2,"Native Dutch language.
Fair Spanish.",At the end of the first month,,"52-BUSINESS, MANAGEMENT, AND MARKETING","52.1101-International Business/Trade/Commerce., 52.1403-International Marketing., 52.1499-Marketing, Other."
ES-2022-1851,OPEN,COBE,2022-03-15,,"RIBEL IDEAS, S.L.",,"Polígono Industrial Can Terres, Carrer Francesc Macià, 68",,,08530,LA GARRIGA  (Barcelona),,Spain,www.moloon.es,La Garriga (Barcelona),Gifts. Merchandising (B2B),,Barcelona,,12,40,8,Yes,,52.0101;52.1401,,"Extrovert character.
Italian native speaker accepted.","Support in development of international websites, particularly in the Netherlands and Italy. Work with the web product brochure, descriptions and texts for SEO positioning.
Marketing tasks such as RSS, SEM publicity, blogs, ... 
Support to sales department with budget development and customer contact.",12,30,2022-02-08,2022-12-16,No,Yes,No,,Dutch,"Excellent (C1, C2)",And,English,"Good (B1, B2)",Or,Italian,"Excellent (C1, C2)",EUR,800,Monthly,0,LC IAESTE,400,Monthly,650,Monthly,,"52-BUSINESS, MANAGEMENT, AND MARKETING",,,2022-08-08,2022-08-21,,,2022-01-31 09:32:52,2022-01-31 09:32:53,2,Interest in online environments.,End of first month,,"52-BUSINESS, MANAGEMENT, AND MARKETING","52.0101-Business/Commerce, General., 52.1401-Marketing/Marketing Management, General."
ES-2022-1856,OPEN,COBE,2022-03-15,,"Global Working Recruitment, S.L.",,"Calle Juana Frances 2, BI 29",,,03540,Alicante,,Spain,www.globalworking.net,Alicante,"International recruitment, personnel selection, talent development, language and cultural training",,Alicante,,30,40,8,Yes,,13.0101;13.0202,,"Interview required before acceptance.
The trainee has to be a reliable, hardworking and motivated individual willing to learn and contribute to the company.
One of the benefits could be accommodation and Global Working would cover it and the candidate wouldn't have to pay for it, depending on apartment availability at the arrival time.","Initiate, facilitate, and moderate classroom discussions. Maintain student attendance records, grades and other required records.
Evaluate and grade students' class work and assignments.
Organise and get involved in social and cultural activities such as sports competitions, school parties, dinners, excursions.
Devise, write and produce new materials, including audio and visual resources.
Mark and provide appropriate feedback on oral and written work.",35,52,2022-08-08,2023-08-08,No,Yes,No,,English,"Excellent (C1, C2)",And,Norwegian,"Excellent (C1, C2)",,,,EUR,800,Monthly,0,Employer/IAESTE,400,Monthly,600,Monthly,,"13-EDUCATION, OTHER",,,,,,,2022-01-31 09:34:14,2022-01-31 09:34:14,4,Native Norwegian language required.,End of first month,,"13-EDUCATION, OTHER","13.0101-Education, General., 13.0202-Multicultural Education."
ES-2022-1857,OPEN,COBE,2022-03-15,,"Global Working Recruitment, S.L.",,"Calle Juana Frances 2, BI 29",,,03540,Alicante,,Spain,www.globalworking.net,Alicante,"International recruitment, personnel selection, talent development, language and cultural training",,Alicante,,30,40,8,Yes,,52.1099,,"Interview required before acceptance.
The candidate must be a responsible, hardworking and proactive individual willing to learn and contribute to the company.
One of the benefits could be accommodation and Global Working would cover it and the candidate wouldn't have to pay for it, depending on apartment availability at the arrival time.","Management of job portals and ATS (Applicant Tracking System). Communication with candidates, universities and other organizations. CV screening. Conduct first and final interviews by phone or face to face interviews on Zoom or in our offices. Interviews report.  Translation of some documents. Applying satisfaction questionnaires. Meetings with managers and colleagues. Participate in the talent acquisition strategy of the company. Performance and attendance candidates follow-up.",52,52,2022-06-01,2023-06-01,No,Yes,No,,English,"Excellent (C1, C2)",And,French,"Excellent (C1, C2)",,,,EUR,800,Monthly,0,Employer/IAESTE,400,Monthly,600,Monthly,,"42-PSYCHOLOGY, 45-ECONOMICS AND SOCIAL SCIENCES, 52-BUSINESS, MANAGEMENT, AND MARKETING",,,,,,,2022-01-31 09:35:36,2022-01-31 09:35:36,4,Native French language and raised in France required.,End of first month,,"42-PSYCHOLOGY, 45-ECONOMICS AND SOCIAL SCIENCES, 52-BUSINESS, MANAGEMENT, AND MARKETING","52.1099-Human Resources Management and Services, Other."
ES-2022-1858,OPEN,COBE,2022-03-15,,"Global Working Recruitment, S.L.",,"Calle Juana Frances 2, BI 29",,,03540,Alicante,,Spain,www.globalworking.net,Alicante,"International recruitment, personnel selection, talent development, language and cultural training",,Alicante,,30,40,8,Yes,,13.0101,,"Interview required before acceptance.
The candidate must be a hardworking, responsible and proactive individual willing to learn and contribute to the company.","Initiate, facilitate, and moderate classroom discussions. Maintain student attendance records, grades, and other required records. Evaluate and grade students' class work and assignments. Organise and get involved in social and cultural activities such as sports competitions, school parties, dinners and excursions.
Devise, write and produce new materials, including audio and visual resources. Mark and provide appropriate feedback on oral and written work.",52,52,2022-09-12,2023-09-12,No,Yes,No,,English,"Excellent (C1, C2)",And,Norwegian,"Excellent (C1, C2)",,,,EUR,800,Monthly,0,Employer/IAESTE,400,Monthly,600,Monthly,,"13-EDUCATION, OTHER",,,,,,,2022-01-31 09:36:36,2022-01-31 09:36:36,4,Native Norwegian language required.,End of first month,,"13-EDUCATION, OTHER","13.0101-Education, General."
